Opportunity_ID,Target
7290,0.014973223
7291,0.93373007
7302,0.014029026
7300,0.94050896
7292,0.9329648
7299,0.94135475
7293,0.014483094
7301,0.014531881
7293,0.014483243
7302,0.014263183
7300,0.9405092
7293,0.014483094
7302,0.014531881
7302,0.014029026
7293,0.014483243
7302,0.014263153
7292,0.9328059
7292,0.9328045
7299,0.9413554
7292,0.93296623
7297,0.012776285
7295,0.9447863
7295,0.94478655
7296,0.94041985
7295,0.94478655
7294,0.93504727
7295,0.9447866
7297,0.0126981735
7298,0.0152556
7309,0.93719417
7306,0.93689424
7310,0.93598306
7307,0.9365921
7304,0.9365915
7305,0.93749344
7303,0.9371942
7309,0.93719417
7303,0.9371942
7304,0.9370441
7307,0.93644047
7306,0.9367434
7308,0.9370441
7309,0.9356764
7309,0.93719417
7314,0.9365916
7309,0.9374934
7307,0.93644047
7311,0.93598306
7316,0.9364401
7314,0.9365916
7309,0.93719417
7317,0.93613577
7319,0.016821146
7319,0.016928285
7320,0.016630888
7310,0.93613577
7307,0.9362886
7314,0.9364401
7311,0.9356767
7314,0.9364401
7311,0.93598306
7309,0.93719417
7311,0.93567663
7316,0.93749356
7314,0.9364401
7316,0.93613625
7316,0.93613577
7317,0.93598306
7317,0.93613577
7318,0.939209
7310,0.9365916
7317,0.93598306
7311,0.93598306
7316,0.93749356
7317,0.93567705
7309,0.93719417
7306,0.93704474
7303,0.9371942
7312,0.93719435
7313,0.93674284
7313,0.9370442
7315,0.93719435
7306,0.9367434
7313,0.93674284
7313,0.93689376
7311,0.93598306
7314,0.9362881
7310,0.93613577
7317,0.93598306
7325,0.92461777
7333,0.015036255
7325,0.9246172
7321,0.923879
7323,0.92167723
7328,0.9305489
7321,0.92388
7324,0.9343672
7325,0.9247973
7327,0.9305489
7322,0.9327909
7323,0.921677
7326,0.016998231
7334,0.9404067
7331,0.015433282
7330,0.01466918
7329,0.9298871
7334,0.9404067
7335,0.93778104
7336,0.930897
7337,0.015606552
7341,0.014298826
7338,0.014781892
7339,0.01450786
7342,0.014006019
7341,0.014298737
7338,0.014781922
7342,0.014005959
7340,0.014477849
7339,0.01450783
7340,0.014477819
7347,0.9374707
7347,0.93747056
7347,0.93747056
7347,0.93747056
7347,0.93747044
7348,0.014339298
7343,0.9332501
7350,0.94473565
7347,0.93747056
7349,0.0155707
7345,0.9331105
7346,0.93747044
7355,0.9333105
7353,0.9396938
7354,0.015374899
7354,0.01556921
7356,0.94311845
7351,0.94149655
7352,0.9424419
7355,0.9333092
7362,0.94316435
7363,0.9427562
7364,0.942345
7364,0.942345
7364,0.942345
7363,0.9427562
7357,0.9368017
7364,0.9423442
7362,0.94316435
7363,0.9427562
7364,0.942345
7360,0.015749544
7364,0.942345
7364,0.9423442
7362,0.94316435
7363,0.9427562
7364,0.942345
7362,0.94316435
7361,0.9311738
7361,0.93117315
7362,0.94316435
7365,0.94229853
7369,0.015600413
7368,0.018138975
7357,0.93680215
7361,0.9311728
7357,0.9368022
7361,0.9311727
7367,0.9417453
7361,0.93117315
7359,0.9443116
7366,0.94229853
7358,0.9443116
7357,0.936803
7363,0.9427562
7373,0.944308
7373,0.9443088
7375,0.93256736
7376,0.014702529
7370,0.015664846
7370,0.015664846
7373,0.94430876
7373,0.94430816
7373,0.94430816
7371,0.017191201
7373,0.94430864
7373,0.94430834
7373,0.94430816
7373,0.94430774
7373,0.9443087
7374,0.017623544
7373,0.94430864
7381,0.9204904
7380,0.91934526
7378,0.012875259
7383,0.92105615
7385,0.91561085
7381,0.92048955
7378,0.012875199
7387,0.9275515
7380,0.9193443
7382,0.92105615
7379,0.013007522
7382,0.921057
7386,0.9277243
7377,0.016369939
7385,0.91581124
7383,0.921057
7386,0.92772377
7387,0.927551
7379,0.013007462
7384,0.918959
7384,0.91895837
7388,0.9448651
7388,0.9448649
7377,0.016370058
7392,0.9212358
7393,0.91778356
7391,0.9206704
7390,0.93368983
7390,0.93369055
7394,0.013595462
7395,0.91895044
7395,0.9189498
7389,0.94198847
7389,0.9419888
7392,0.9171946
7391,0.9206709
7394,0.013346434
7393,0.91778415
7396,0.015273303
7405,0.9429116
7398,0.92159355
7400,0.92215276
7401,0.9197022
7398,0.9215938
7397,0.92046416
7401,0.9197031
7399,0.91893315
7397,0.9204639
7405,0.94291145
7399,0.9173728
7402,0.01815918
7400,0.92215323
7406,0.015463173
7403,0.9407839
7408,0.015626043
7418,0.9366807
7415,0.93215257
7415,0.93215257
7416,0.017564625
7413,0.9311291
7413,0.93112874
7413,0.93112904
7413,0.9311286
7413,0.9311298
7415,0.93215257
7417,0.9366807
7415,0.93215257
7415,0.93215257
7416,0.017564625
7416,0.017564625
7416,0.017564625
7414,0.93215215
7416,0.017564625
7414,0.93215215
7425,0.015657246
7427,0.015559405
7416,0.017564625
7414,0.93215215
7414,0.93215215
7426,0.015449703
7419,0.93335223
7414,0.93215215
7415,0.93215257
7410,0.01592657
7412,0.9326514
7412,0.93264997
7409,0.9349367
7415,0.93215257
7416,0.017564625
7420,0.9336901
7415,0.93215257
7420,0.93384826
7424,0.9328728
7411,0.0161964
7424,0.9327122
7422,0.014355838
7428,0.93444324
7428,0.9344435
7428,0.9344436
7442,0.942083
7444,0.942083
7444,0.9420821
7444,0.94208205
7442,0.9420821
7443,0.9420821
7443,0.942083
7442,0.942083
7445,0.942083
7436,0.012394279
7446,0.9198559
7435,0.012394279
7446,0.9206163
7446,0.9200473
7435,0.01239419
7439,0.9363849
7432,0.9409516
7430,0.9406693
7433,0.017462492
7432,0.9409518
7431,0.9412329
7433,0.0174627
7430,0.9406692
7429,0.013643652
7436,0.01239419
7434,0.94095105
7443,0.9420824
7445,0.94208217
7428,0.93444234
7448,0.014992118
7428,0.9344431
7443,0.942083
7447,0.015557915
7443,0.9420829
7445,0.9420829
7444,0.9420829
7438,0.9363849
7444,0.942083
7441,0.015492678
7442,0.94208205
7440,0.93187946
7442,0.9420824
7445,0.9420822
7440,0.9318804
7445,0.9420824
7444,0.9420824
7443,0.94208205
7445,0.94208205
7437,0.9403129
7442,0.9420829
7452,0.9402033
7456,0.015183985
7459,0.9342488
7457,0.94267535
7452,0.9402031
7452,0.94020313
7451,0.016832411
7458,0.93502927
7450,0.9435208
7453,0.012595147
7454,0.01529786
7455,0.016068816
7450,0.9435202
7456,0.015183687
7450,0.94352067
7474,0.015594214
7475,0.015587717
7471,0.934242
7462,0.93269134
7461,0.012707293
7469,0.9309662
7470,0.9271662
7473,0.014046013
7468,0.9302299
7467,0.017435253
7461,0.012707233
7465,0.9140171
7460,0.9274168
7465,0.91503394
7460,0.92741764
7462,0.9326898
7464,0.91975385
7478,0.9408747
7478,0.9408759
7490,0.015388548
7482,0.015292555
7481,0.015388668
7479,0.9440333
7489,0.9450103
7480,0.018240511
7493,0.94265103
7491,0.9404453
7492,0.94043016
7491,0.94129336
7488,0.93462986
7483,0.93726784
7484,0.936058
7486,0.936058
7484,0.9360584
7483,0.93726826
7487,0.9383075
7494,0.91828144
7500,0.015483797
7499,0.015387237
7503,0.9321767
7496,0.015290856
7498,0.015512586
7502,0.9408177
7505,0.014583886
7502,0.9408172
7497,0.014758229
7504,0.01481986
7501,0.9426451
7501,0.9426453
7496,0.015290678
7494,0.91828215
7516,0.9429932
7513,0.016642302
7519,0.9295281
7519,0.9295281
7507,0.9446629
7517,0.9310262
7514,0.9334532
7506,0.017252624
7517,0.9291901
7515,0.93265384
7515,0.93265444
7518,0.92969596
7518,0.9283409
